0.347,0.000
0.347,1.000
0.332,2.000
0.337,3.000
0.337,4.000
0.332,5.000
0.342,6.000
0.337,7.000
0.337,8.000
0.337,9.000
0.337,10.000
0.332,11.000
0.337,12.000
0.332,13.000
0.337,14.000
0.337,15.000
0.337,16.000
0.337,17.000
0.337,18.000
0.337,19.000
0.337,20.000
-0.171,21.000
0.088,22.000
-0.039,23.000
0.020,24.000
-0.010,25.000
0.010,26.000
-0.005,27.000
0.005,28.000
0.000,29.000
0.005,30.000
0.000,31.000
0.000,32.000
0.005,33.000
0.000,34.000
0.005,35.000
0.000,36.000
0.005,37.000
0.000,38.000
0.000,39.000
0.005,40.000
0.503,41.000
0.249,42.000
0.381,43.000
0.313,44.000
0.347,45.000
0.332,46.000
0.342,47.000
0.337,48.000
0.332,49.000
0.342,50.000
0.332,51.000
0.342,52.000
0.332,53.000
0.342,54.000
0.332,55.000
0.337,56.000
0.332,57.000
0.337,58.000
0.337,59.000
0.332,60.000
-0.171,61.000
0.088,62.000
-0.044,63.000
0.024,64.000
-0.015,65.000
0.010,66.000
0.000,67.000
0.000,68.000
0.000,69.000
0.000,70.000
0.000,71.000
0.000,72.000
0.000,73.000
0.000,74.000
0.000,75.000
0.000,76.000
0.000,77.000
0.000,78.000
0.000,79.000
0.000,80.000
0.503,81.000
0.254,82.000
0.376,83.000
0.317,84.000
0.347,85.000
0.327,86.000
0.342,87.000
0.332,88.000
0.337,89.000
0.332,90.000
0.332,91.000
0.337,92.000
0.337,93.000
0.337,94.000
0.337,95.000
0.337,96.000
0.332,97.000
0.337,98.000
0.332,99.000
0.337,100.000
-0.166,101.000
0.083,102.000
-0.039,103.000
0.020,104.000
-0.005,105.000
0.005,106.000
0.000,107.000
0.000,108.000
0.005,109.000
0.000,110.000
0.000,111.000
0.000,112.000
0.000,113.000
0.005,114.000
-0.005,115.000
0.005,116.000
0.000,117.000
0.005,118.000
0.000,119.000
0.000,120.000
0.508,121.000
0.249,122.000
0.381,123.000
0.313,124.000
0.347,125.000
0.327,126.000
0.342,127.000
0.332,128.000
0.337,129.000
0.337,130.000
0.332,131.000
0.337,132.000
0.332,133.000
0.337,134.000
0.332,135.000
0.337,136.000
0.337,137.000
0.337,138.000
0.332,139.000
0.337,140.000
-0.171,141.000
0.088,142.000
-0.044,143.000
0.024,144.000
-0.010,145.000
0.005,146.000
0.000,147.000
0.000,148.000
0.005,149.000
0.000,150.000
0.000,151.000
0.000,152.000
0.000,153.000
0.000,154.000
0.000,155.000
0.005,156.000
-0.005,157.000
0.005,158.000
0.000,159.000
0.000,160.000
0.503,161.000
0.254,162.000
0.376,163.000
0.317,164.000
0.347,165.000
0.332,166.000
0.337,167.000
0.337,168.000
0.337,169.000
0.332,170.000
0.337,171.000
0.337,172.000
0.337,173.000
0.332,174.000
0.337,175.000
0.337,176.000
0.337,177.000
0.337,178.000
0.337,179.000
0.337,180.000
-0.171,181.000
0.088,182.000
-0.044,183.000
0.024,184.000
-0.010,185.000
0.005,186.000
-0.005,187.000
0.005,188.000
-0.005,189.000
0.005,190.000
0.000,191.000
0.000,192.000
0.005,193.000
0.000,194.000
0.005,195.000
0.000,196.000
0.000,197.000
0.005,198.000
0.000,199.000
0.000,200.000
0.503,201.000
0.254,202.000
0.376,203.000
0.317,204.000
0.347,205.000
0.327,206.000
0.342,207.000
0.332,208.000
0.337,209.000
0.337,210.000
0.332,211.000
0.337,212.000
0.337,213.000
0.337,214.000
0.337,215.000
0.337,216.000
0.332,217.000
0.337,218.000
0.332,219.000
0.342,220.000
-0.171,221.000
0.083,222.000
-0.039,223.000
0.024,224.000
-0.010,225.000
0.005,226.000
0.000,227.000
0.005,228.000
0.000,229.000
0.000,230.000
0.000,231.000
0.000,232.000
0.005,233.000
0.005,234.000
-0.005,235.000
0.005,236.000
0.000,237.000
0.005,238.000
0.000,239.000
0.000,240.000
0.508,241.000
0.249,242.000
0.376,243.000
0.317,244.000
0.342,245.000
0.332,246.000
0.342,247.000
0.332,248.000
0.337,249.000
0.342,250.000
0.332,251.000
0.342,252.000
0.332,253.000
0.337,254.000
0.332,255.000
0.337,256.000
0.337,257.000
0.337,258.000
0.337,259.000
0.337,260.000
-0.166,261.000
0.083,262.000
-0.044,263.000
0.024,264.000
-0.010,265.000
0.005,266.000
0.000,267.000
0.005,268.000
-0.005,269.000
0.005,270.000
0.000,271.000
0.000,272.000
0.005,273.000
0.000,274.000
0.000,275.000
0.000,276.000
0.005,277.000
0.000,278.000
0.000,279.000
0.005,280.000
0.503,281.000
0.249,282.000
0.381,283.000
0.313,284.000
0.347,285.000
0.327,286.000
0.342,287.000
0.332,288.000
0.337,289.000
0.337,290.000
0.337,291.000
0.337,292.000
0.337,293.000
0.337,294.000
0.337,295.000
0.337,296.000
0.332,297.000
0.337,298.000
0.332,299.000
0.337,300.000
-0.166,301.000
0.083,302.000
-0.039,303.000
0.024,304.000
-0.015,305.000
0.010,306.000
0.000,307.000
0.000,308.000
0.000,309.000
0.005,310.000
0.000,311.000
0.000,312.000
0.000,313.000
0.000,314.000
0.005,315.000
-0.005,316.000
0.005,317.000
0.000,318.000
0.005,319.000
0.000,320.000
0.503,321.000
0.254,322.000
0.376,323.000
0.313,324.000
0.347,325.000
0.332,326.000
0.337,327.000
0.332,328.000
0.342,329.000
0.332,330.000
0.337,331.000
0.332,332.000
0.342,333.000
0.332,334.000
0.337,335.000
0.337,336.000
0.337,337.000
0.337,338.000
0.337,339.000
0.332,340.000
-0.166,341.000
0.083,342.000
-0.044,343.000
0.024,344.000
-0.015,345.000
0.010,346.000
-0.005,347.000
0.005,348.000
0.000,349.000
0.005,350.000
0.000,351.000
0.005,352.000
0.000,353.000
0.005,354.000
-0.005,355.000
0.005,356.000
0.000,357.000
0.000,358.000
0.005,359.000
0.000,360.000
0.503,361.000
0.249,362.000
0.381,363.000
0.317,364.000
0.347,365.000
0.332,366.000
0.337,367.000
0.332,368.000
0.337,369.000
0.337,370.000
0.337,371.000
0.332,372.000
0.342,373.000
0.332,374.000
0.337,375.000
0.337,376.000
0.332,377.000
0.337,378.000
0.332,379.000
0.342,380.000
-0.171,381.000
0.083,382.000
-0.044,383.000
0.024,384.000
-0.010,385.000
0.010,386.000
-0.005,387.000
0.005,388.000
0.000,389.000
0.000,390.000
0.005,391.000
-0.005,392.000
0.005,393.000
0.000,394.000
0.005,395.000
0.000,396.000
0.000,397.000
0.000,398.000
0.000,399.000
0.005,400.000
0.503,401.000
0.249,402.000
0.381,403.000
0.313,404.000
0.352,405.000
0.322,406.000
0.342,407.000
0.332,408.000
0.337,409.000
0.337,410.000
0.337,411.000
0.337,412.000
0.337,413.000
0.332,414.000
0.342,415.000
0.332,416.000
0.342,417.000
0.332,418.000
0.342,419.000
0.337,420.000
-0.166,421.000
0.088,422.000
-0.044,423.000
0.024,424.000
-0.015,425.000
0.005,426.000
0.000,427.000
0.000,428.000
0.005,429.000
0.000,430.000
0.000,431.000
0.000,432.000
0.000,433.000
0.000,434.000
